name,department,,,,,,,,,,,,,,,,,,
松毛虫性骨关节炎,骨科 中西医结合科,,,,,,,,,,,,,,,,,,
淀粉样变病和淀粉样关节病,骨科 中西医结合科,,,,,,,,,,,,,,,,,,
肢骨纹状肥大,骨科 中西医结合科,,,,,,,,,,,,,,,,,,
半月板损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
骨质疏松,骨科 中医科,,,,,,,,,,,,,,,,,,
骨质增生,骨科 中医科,,,,,,,,,,,,,,,,,,
腰椎间盘突出,骨科 中医科,,,,,,,,,,,,,,,,,,
肩周炎,骨科 中医科,,,,,,,,,,,,,,,,,,
骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
腱鞘炎,骨科 中医科,,,,,,,,,,,,,,,,,,
腱鞘囊肿,骨科 中医科,,,,,,,,,,,,,,,,,,
急性腰扭伤,骨科 中医科,,,,,,,,,,,,,,,,,,
臂丛神经损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
髋关节脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
椎间盘突出症,骨科 中医科,,,,,,,,,,,,,,,,,,
筋膜炎,骨科 中医科,,,,,,,,,,,,,,,,,,
创伤性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
手指屈肌腱鞘炎,骨科 中医科,,,,,,,,,,,,,,,,,,
脱臼,骨科 中医科,,,,,,,,,,,,,,,,,,
慢性腰背痛,骨科 中医科,,,,,,,,,,,,,,,,,,
反应性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
坐骨神经损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
斜颈,骨科 中医科,,,,,,,,,,,,,,,,,,
踝关节骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
膝关节结核,骨科 中医科,,,,,,,,,,,,,,,,,,
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,骨科 中医科,,,,,,,,,,,,,,,,,,
腓总神经损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
风湿寒性关节痛,骨科 中医科,,,,,,,,,,,,,,,,,,
股神经损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
跖骨骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肱二头肌长头腱鞘炎,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨外科颈骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
髋关节结核,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨大结节骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨茎突部狭窄性腱鞘炎,骨科 中医科,,,,,,,,,,,,,,,,,,
复发性多软骨炎,骨科 中医科,,,,,,,,,,,,,,,,,,
肩锁关节脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
髌骨骨软骨病,骨科 中医科,,,,,,,,,,,,,,,,,,
孟氏骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
髌骨不稳定,骨科 中医科,,,,,,,,,,,,,,,,,,
股外侧皮神经卡压综合征,骨科 中医科,,,,,,,,,,,,,,,,,,
踝关节脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
盖氏骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
梅毒性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
溃疡性结肠炎性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
弹响肩胛,骨科 中医科,,,,,,,,,,,,,,,,,,
乙型肝炎病毒性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
足舟骨骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
巴顿骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
踝部急性韧带损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
颞骨和下颔骨关节异常,骨科 中医科,,,,,,,,,,,,,,,,,,
肘内翻,骨科 中医科,,,,,,,,,,,,,,,,,,
特发性股骨头坏死,骨科 中医科,,,,,,,,,,,,,,,,,,
尺桡骨骨干双骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肠道感染后反应性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
髋关节后脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨头骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肩关节不稳定,骨科 中医科,,,,,,,,,,,,,,,,,,
第一掌骨基底部骨折脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
肥大性骨关节病,骨科 中医科,,,,,,,,,,,,,,,,,,
肠道短路关节炎皮炎综合征,骨科 中医科,,,,,,,,,,,,,,,,,,
尺骨干骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
人工关节置换术后关节感染,骨科 中医科,,,,,,,,,,,,,,,,,,
淋病性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
胸锁关节脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
胫后神经损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
筋膜间隔区综合征,骨科 中医科,,,,,,,,,,,,,,,,,,
化脓性腱鞘炎,骨科 中医科,,,,,,,,,,,,,,,,,,
布氏杆菌性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
髋关节前脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
非结核性分枝杆菌关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
肩峰骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肩胛骨体部骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肘关节强直与纤维性僵硬,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨头骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
骨与关节结核,骨科 中医科,,,,,,,,,,,,,,,,,,
肩袖间隙分裂,骨科 中医科,,,,,,,,,,,,,,,,,,
慢性创伤性滑囊炎,骨科 中医科,,,,,,,,,,,,,,,,,,
真菌性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
复发性髌骨脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨髁间骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
柯莱斯骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肩胛颈及肩胛盂骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
创伤性肩关节后脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
创伤性肩关节前脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨茎突骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
史密斯骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
胫骨后唇骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
距骨骨折脱位,骨科 中医科,,,,,,,,,,,,,,,,,,
弥漫性特发性骨肥厚,骨科 中医科,,,,,,,,,,,,,,,,,,
非淋球菌性细菌性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
枕颈关节损伤,骨科 中医科,,,,,,,,,,,,,,,,,,
寄生虫性关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨上端骨骺分离,骨科 中医科,,,,,,,,,,,,,,,,,,
克罗恩病关节炎,骨科 中医科,,,,,,,,,,,,,,,,,,
胫骨远端爆裂骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨颈骨折和桡骨头骨骺分离,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨干骨折,骨科 中医科,,,,,,,,,,,,,,,,,,
肱骨远端全骨骺分离,骨科 中医科,,,,,,,,,,,,,,,,,,
桡骨远端骨骺分离,骨科 中医科,,,,,,,,,,,,,,,,,,
环跳疽,骨科 中医科,,,,,,,,,,,,,,,,,,
松毛虫病骨关节病,骨科 中医科,,,,,,,,,,,,,,,,,,
胫腓下联合前部分离,骨科 中医科,,,,,,,,,,,,,,,,,,
急性减压性骨坏死,骨科 中医科,,,,,,,,,,,,,,,,,,
骨巨细胞瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨样骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
椎管内神经鞘瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
内生性软骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
颌面部骨巨细胞瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
间充质软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
单发性骨软骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
髓内肿瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
多发内生软骨瘤病,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
长骨造釉细胞瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨淋巴管瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨膜软骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
单房性骨囊肿,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
椎管内脊膜瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
遗传性多发性骨软骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨的原发性淋巴瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
椎管内转移性肿瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨神经鞘瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
小儿骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨旁骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨良性纤维组织细胞瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨膜性软骨瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨外软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨膜性软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
小儿转移性骨肿瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨神经纤维瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
周围性软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
小儿软骨营养障碍-血管瘤综合征,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
软骨黏液样纤维瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
透明细胞软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨外尤文氏瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
骨血管内皮细胞瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
中心性软骨肉瘤,骨科 肿瘤科,,,,,,,,,,,,,,,,,,
感冒,呼吸内科,,,,,,,,,,,,,,,,,,
肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
慢性支气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
结核性胸膜炎,呼吸内科,,,,,,,,,,,,,,,,,,
支气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
支气管扩张,呼吸内科,,,,,,,,,,,,,,,,,,
阻塞性肺气肿,呼吸内科,,,,,,,,,,,,,,,,,,
慢性咳嗽,呼吸内科,,,,,,,,,,,,,,,,,,
吸入性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺水肿,呼吸内科,,,,,,,,,,,,,,,,,,
肺脓肿,呼吸内科,,,,,,,,,,,,,,,,,,
病毒性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
放射性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
矽肺,呼吸内科,,,,,,,,,,,,,,,,,,
急性支气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
喘息样支气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
特发性肺纤维化,呼吸内科,,,,,,,,,,,,,,,,,,
衣原体肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
卡氏肺囊虫肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
Kartagener综合征,呼吸内科,,,,,,,,,,,,,,,,,,
Hughes-Stovin综合征,呼吸内科,,,,,,,,,,,,,,,,,,
过度通气综合征,呼吸内科,,,,,,,,,,,,,,,,,,
急性间质性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
非结核分枝杆菌病,呼吸内科,,,,,,,,,,,,,,,,,,
B链球菌群感染,呼吸内科,,,,,,,,,,,,,,,,,,
呼吸性细支气管炎间质肺病,呼吸内科,,,,,,,,,,,,,,,,,,
急性细支气管炎,呼吸内科,,,,,,,,,,,,,,,,,,
尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
Marie-Bamberger综合征,呼吸内科,,,,,,,,,,,,,,,,,,
咳嗽晕厥综合征,呼吸内科,,,,,,,,,,,,,,,,,,
细菌感染性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
特发性肺含铁血黄素沉着症,呼吸内科,,,,,,,,,,,,,,,,,,
军团菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
呼吸性细支气管相关的间质性肺疾病,呼吸内科,,,,,,,,,,,,,,,,,,
肺泡蛋白沉着症,呼吸内科,,,,,,,,,,,,,,,,,,
非结核性分枝杆菌病,呼吸内科,,,,,,,,,,,,,,,,,,
鼻旁窦支气管综合征,呼吸内科,,,,,,,,,,,,,,,,,,
肺炎克雷白杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
急性肺源性心脏病,呼吸内科,,,,,,,,,,,,,,,,,,
肺囊性纤维化,呼吸内科,,,,,,,,,,,,,,,,,,
中东呼吸综合征,呼吸内科,,,,,,,,,,,,,,,,,,
肺血管炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺念珠菌病,呼吸内科,,,,,,,,,,,,,,,,,,
呼吸道合胞病毒感染,呼吸内科,,,,,,,,,,,,,,,,,,
慢性嗜酸性粒细胞性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺曲菌病,呼吸内科,,,,,,,,,,,,,,,,,,
特发性阻塞性细支气管炎伴机化性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
巨细胞病毒性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
闭锁肺综合征,呼吸内科,,,,,,,,,,,,,,,,,,
煤炭工尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
棉尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
非特异性间质肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
过敏性支气管肺曲霉病,呼吸内科,,,,,,,,,,,,,,,,,,
小肠结肠炎耶尔森菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
表皮葡萄球菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺良性淋巴细胞血管炎和肉芽肿病,呼吸内科,,,,,,,,,,,,,,,,,,
单纯性肺嗜酸性粒细胞增多症,呼吸内科,,,,,,,,,,,,,,,,,,
急性纵隔炎,呼吸内科,,,,,,,,,,,,,,,,,,
胆固醇肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
变形杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
巴斯德菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺鼠疫,呼吸内科,,,,,,,,,,,,,,,,,,
肺炭疽,呼吸内科,,,,,,,,,,,,,,,,,,
呼吸肌疲劳症,呼吸内科,,,,,,,,,,,,,,,,,,
铁尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
粒性白细胞缺乏性咽峡炎,呼吸内科,,,,,,,,,,,,,,,,,,
手术后和创伤后肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
小颌畸形综合征,呼吸内科,,,,,,,,,,,,,,,,,,
外源性变应性肺泡炎,呼吸内科,,,,,,,,,,,,,,,,,,
先天性肺发育不全,呼吸内科,,,,,,,,,,,,,,,,,,
蜂窝肺综合征,呼吸内科,,,,,,,,,,,,,,,,,,
肺螨病,呼吸内科,,,,,,,,,,,,,,,,,,
肠杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
滑石粉尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
肺泡-毛细血管阻滞综合征,呼吸内科,,,,,,,,,,,,,,,,,,
药物导致的肺部疾病,呼吸内科,,,,,,,,,,,,,,,,,,
斑疹伤寒立克次体肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺组织细胞增生症,呼吸内科,,,,,,,,,,,,,,,,,,
不动杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
农民肺,呼吸内科,,,,,,,,,,,,,,,,,,
鼻疽假单胞菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
中叶综合征,呼吸内科,,,,,,,,,,,,,,,,,,
类脂性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
脱屑性间质肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺放线菌病,呼吸内科,,,,,,,,,,,,,,,,,,
铝尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
特发性含铁血黄素沉着症,呼吸内科,,,,,,,,,,,,,,,,,,
流感嗜血杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
产碱杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
肺结节,呼吸内科,,,,,,,,,,,,,,,,,,
肺淀粉样变性,呼吸内科,,,,,,,,,,,,,,,,,,
支气管中心性肉芽肿病,呼吸内科,,,,,,,,,,,,,,,,,,
肺泡通气低下综合征,呼吸内科,,,,,,,,,,,,,,,,,,
肺泡微结石症,呼吸内科,,,,,,,,,,,,,,,,,,
厌氧菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
急性高原病,呼吸内科,,,,,,,,,,,,,,,,,,
免疫缺陷者肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
支气管发育不全,呼吸内科,,,,,,,,,,,,,,,,,,
气管前间隙感染,呼吸内科,,,,,,,,,,,,,,,,,,
药物性呼吸衰竭,呼吸内科,,,,,,,,,,,,,,,,,,
SBS,呼吸内科,,,,,,,,,,,,,,,,,,
沙雷菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
鼠疫耶尔森菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
锡尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
黄杆菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
单纯性肺嗜酸粒细胞浸润症,呼吸内科,,,,,,,,,,,,,,,,,,
肺动脉发育不全,呼吸内科,,,,,,,,,,,,,,,,,,
摩根菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
洋葱假单胞菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
锑末沉着症,呼吸内科,,,,,,,,,,,,,,,,,,
军刀综合征,呼吸内科,,,,,,,,,,,,,,,,,,
蔗尘肺,呼吸内科,,,,,,,,,,,,,,,,,,
消散延迟性肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
气单胞菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
米氏链球菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
热带型肺嗜酸性粒细胞肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
钩端螺旋体肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
奈瑟卡他球菌肺炎,呼吸内科,,,,,,,,,,,,,,,,,,
过敏性咳嗽,呼吸内科,,,,,,,,,,,,,,,,,,
支原体肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
百日咳,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
大叶性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
HIV相关呼吸道感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
细菌性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
腺病毒感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺炎衣原体感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
A链球菌群感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
老年人肺结核,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
流感嗜血杆菌感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
Q热肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
冠状病毒感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
高致病性禽流感病毒感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
柯萨奇病毒感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
老年人流行性感冒,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
继发性肺结核,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺隐球菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
副流行性感冒,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺炎衣原体肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
水痘肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
非典型性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
单纯疱疹病毒肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
军团病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
流感病毒肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
球形肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
麻疹病毒肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
布氏菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
克雷白杆菌属感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
军团病肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
葡萄球菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
卡他莫拉菌感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺地丝菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肠球菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
重症院内获得性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
卡氏肺囊虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺部钩虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
社会获得性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺血吸虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺蛔虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
嗜麦芽黄单胞菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
汉坦病毒肺综合征,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
类鼻疽杆菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
其他病毒肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺毛霉病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺孢子丝菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺部粪类圆线虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺疟疾病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺弓形体病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
枸橼酸杆菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺宫崎肺吸虫症,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
免疫缺陷性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
寇热,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺青霉病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺球孢子菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
恙虫病性肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
胸部丝虫病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺荚膜组织胞浆菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺诺卡菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
肺芽生菌病,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
致肠细胞病变人孤儿病毒感染,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
弗郎西丝菌肺炎,呼吸内科 传染科,,,,,,,,,,,,,,,,,,
病毒性支气管炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
热感冒,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
颈淋巴结炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
慢性舌扁桃体炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
茎突综合征,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
呼吸道合胞病毒肺炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
咽结膜热,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿继发性免疫缺陷病,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿屏气发作,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
新生儿喉喘鸣,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
肺寄生虫病,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿金黄色葡萄球菌肺炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
自限性疾病,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
新生儿获得性免疫缺陷综合征,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿高免疫球蛋白E综合征,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿原发型肺结核,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
新生儿衣原体感染,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿巨细胞病毒肺炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
埃利希体病,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
急性化脓性腭扁桃体炎,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿急性呼吸衰竭,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
小儿热带嗜酸性粒细胞增多症,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
新生儿肺气漏,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
新生儿Wilson-Mikity综合征,呼吸内科 儿科,,,,,,,,,,,,,,,,,,
阿斯匹林不耐受三联症,呼吸内科 耳鼻喉科,,,,,,,,,,,,,,,,,,
睡眠呼吸暂停综合征,呼吸内科 耳鼻喉科,,,,,,,,,,,,,,,,,,
老年人睡眠呼吸暂停综合征,呼吸内科 耳鼻喉科,,,,,,,,,,,,,,,,,,
肺嗜酸细胞组织细胞增生症,呼吸内科 风湿科,,,,,,,,,,,,,,,,,,
月经性哮喘,呼吸内科 妇科,,,,,,,,,,,,,,,,,,
妊娠性哮喘,呼吸内科 妇科,,,,,,,,,,,,,,,,,,
咳嗽变异性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
呼吸性碱中毒,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
阿司匹林诱发哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
呼吸性酸中毒,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
尘螨过敏性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
哮喘持续状态,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
高原肺水肿,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
花粉过敏性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
肺炎链球菌性肺炎,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
食物过敏性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
职业性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
真菌过敏性哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
二硫化碳中毒,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
运动诱发哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
激素抵抗型哮喘,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
呕吐物吸入,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
铍中毒,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
化学液体吸入,呼吸内科 急诊科,,,,,,,,,,,,,,,,,,
